Year	Month	DayofMonth	DayOfWeek	DepTime	CRSDepTime	UniqueCarrier	FlightNum	TailNum	Origin	Dest	Distance	TaxiIn	!IsArrDelayed-yes	!IsArrDelayed-no
2005	3	21	1	1134.0	1130	US	84	1.78985436419	MCO	DCA	759.0	2.0	0.0	1.0
1992	5	25	1	1435.0	1435	HP	77	1.78985436419	LAS	LAX	236.0	6.53945398261	0.0	1.0
2004	4	2	5	837.0	845	CO	1149	1.78985436419	MDW	EWR	711.0	7.0	1.0	0.0
1988	12	17	6	826.0	825	UA	684	1.78985436419	ORD	DTW	235.0	6.53945398261	1.0	0.0
2002	7	26	5	1157.0	1202	CO	1432	1.78985436419	IAH	LGA	1416.0	5.0	0.0	1.0
1997	8	1	5	1425.0	1417	AS	380	1.78985436419	SEA	BUR	937.0	2.0	1.0	0.0
1995	9	2	6	915.0	915	WN	653	1.78985436419	IND	STL	229.0	4.0	0.0	1.0
2002	8	9	5	1541.0	1541	CO	622	1.78985436419	MSY	IAH	305.0	7.0	0.0	1.0
1996	6	20	4	1107.0	1050	US	1503	1.78985436419	CLT	RDU	130.0	3.0	1.0	0.0
2007	7	16	1	1741.0	1731	AS	29	1.78985436419	ORD	SEA	1721.0	4.0	1.0	0.0
1990	2	15	4	1849.0	1745	AA	34	1.78985436419	BNA	RDU	443.0	6.53945398261	1.0	0.0
2003	6	6	5	1916.0	1910	DH	7546	1.78985436419	ORD	CLE	316.0	2.0	0.0	1.0
2008	5	26	1	1321.0	1320	B6	248	1.78985436419	LGB	OAK	353.0	5.0	0.0	1.0
1995	9	20	3	1605.0	1600	NW	297	1.78985436419	RDU	DTW	501.0	11.0	1.0	0.0
1988	9	3	6	1233.0	1230	PI	139	1.78985436419	CHS	EWR	628.0	6.53945398261	1.0	0.0
2007	8	18	6	1945.0	1950	MQ	3741	1.78985436419	DFW	TXK	181.0	1.0	0.0	1.0
2006	2	10	5	1045.0	1046	NW	1809	1.78985436419	IAH	MSP	1034.0	10.0	0.0	1.0
1992	2	27	4	1410.0	1401	UA	929	1.78985436419	ROC	ORD	528.0	6.53945398261	0.0	1.0
2005	7	30	6	1015.0	1010	EV	4228	1.78985436419	ATL	MLB	443.0	5.0	1.0	0.0
2000	9	28	4	1147.0	1100	US	1902	1.78985436419	IND	PIT	325.0	5.0	1.0	0.0
2007	5	16	3	1253.0	1305	OO	5785	1.78985436419	CEC	SFO	304.0	3.0	0.0	1.0
1995	12	20	3	1535.0	1510	DL	1681	1.78985436419	LEX	ATL	303.0	5.0	1.0	0.0
2005	6	12	7	1522.0	1525	US	1034	1.78985436419	SAV	CLT	213.0	6.0	0.0	1.0
1991	8	27	2	1325.0	1326	UA	390	1.78985436419	SAT	ORD	1041.0	6.53945398261	0.0	1.0
2007	8	13	1	2024.0	2025	AA	1659	1.78985436419	ORD	MCI	403.0	3.0	0.0	1.0
1988	12	11	7	1849.0	1850	CO	1086	1.78985436419	IAH	BOS	1597.0	6.53945398261	0.0	1.0
1990	9	29	6	957.0	945	TW	315	1.78985436419	MCO	STL	880.0	6.53945398261	1.0	0.0
2000	3	5	7	2025.0	2025	TW	351	1.78985436419	STL	ELP	1022.0	8.0	1.0	0.0
1997	3	27	4	1414.0	1415	AA	1906	1.78985436419	DFW	LAX	1235.0	4.0	0.0	1.0
2007	4	18	3	1525.0	1505	UA	618	1.78985436419	ORD	DCA	612.0	4.0	1.0	0.0
1997	3	6	4	1400.0	1355	NW	292	1.78985436419	DTW	BWI	408.0	3.0	0.0	1.0
1992	5	11	1	1831.0	1830	AA	1594	1.78985436419	ORD	DCA	612.0	6.53945398261	1.0	0.0
1991	8	1	4	1505.0	1503	CO	1192	1.78985436419	IAH	BOS	1597.0	6.53945398261	0.0	1.0
1991	4	2	2	1708.0	1623	DL	1644	1.78985436419	SLC	DEN	391.0	6.53945398261	1.0	0.0
1994	5	6	5	833.0	835	DL	904	1.78985436419	STT	ATL	1599.0	6.53945398261	0.0	1.0
2002	11	20	3	615.0	620	AA	809	1.78985436419	SJC	LAX	308.0	5.0	0.0	1.0
1990	10	20	6	1346.0	1348	DL	1437	1.78985436419	ATL	STL	483.0	6.53945398261	0.0	1.0
2004	8	1	7	1425.0	1430	OO	6676	1.78985436419	FAT	DEN	844.0	5.0	0.0	1.0
2002	2	13	3	1723.0	1732	MQ	3873	1.78985436419	DFW	LAW	140.0	2.0	0.0	1.0
1998	3	26	4	1720.0	1718	US	1115	1.78985436419	ORF	PHL	211.0	7.0	1.0	0.0
2000	12	15	5	952.0	955	DL	1573	1.78985436419	DFW	SAT	247.0	5.0	1.0	0.0
1991	6	10	1	1900.0	1900	WN	136	1.78985436419	DAL	MAF	319.0	6.53945398261	0.0	1.0
2002	9	24	2	917.0	920	AA	1011	1.78985436419	DFW	LGB	1220.0	7.0	1.0	0.0
2003	7	5	6	1720.0	1710	DL	228	1.78985436419	ATL	BDL	859.0	5.0	1.0	0.0
2007	9	26	3	721.0	718	UA	193	1.78985436419	PHL	LAX	2401.0	8.0	0.0	1.0
1989	12	22	5	1109.0	1035	US	420	1.78985436419	ABQ	PIT	1486.0	6.53945398261	1.0	0.0
2002	11	9	6	713.0	719	AA	975	1.78985436419	DCA	MIA	920.0	3.0	0.0	1.0
1988	9	5	1	725.0	725	AS	120	1.78985436419	PDX	OAK	543.0	6.53945398261	0.0	1.0
1998	12	12	6	854.0	835	UA	1297	1.78985436419	DFW	DEN	641.0	5.0	1.0	0.0
1988	6	27	1	1500.0	1500	NW	136	1.78985436419	MSP	ORD	334.0	6.53945398261	1.0	0.0
2007	8	4	6	1405.0	1412	FL	351	1.78985436419	LGA	ATL	761.0	11.0	0.0	1.0
2005	1	19	3	1601.0	1510	TZ	294	1.78985436419	MDW	DCA	601.0	4.0	1.0	0.0
2001	3	3	6	1851.0	1855	DL	1885	1.78985436419	CVG	ATL	373.0	7.0	0.0	1.0
2002	9	29	7	1328.0	1330	DL	1835	1.78985436419	BOS	LGA	185.0	5.0	0.0	1.0
2006	11	8	3	810.0	810	WN	2318	1.78985436419	TPA	SAT	972.0	2.0	0.0	1.0
1991	5	23	4	829.0	829	HP	1040	1.78985436419	PSP	LAS	173.0	6.53945398261	1.0	0.0
1998	5	2	6	1617.0	1615	DL	1788	1.78985436419	ATL	ORD	606.0	5.0	0.0	1.0
1991	10	30	3	1357.0	1400	NW	978	1.78985436419	MEM	BOS	1139.0	6.53945398261	1.0	0.0
2008	4	11	5	641.0	645	XE	2584	1.78985436419	DSM	IAH	802.0	16.0	1.0	0.0
1994	2	6	7	1622.0	1624	AA	720	1.78985436419	HOU	DFW	247.0	6.53945398261	0.0	1.0
1988	12	29	4	655.0	655	DL	221	1.78985436419	LGA	ATL	761.0	6.53945398261	0.0	1.0
1988	6	2	4	842.0	830	DL	799	1.78985436419	EWR	ATL	745.0	6.53945398261	0.0	1.0
2008	11	25	2	1951.0	1950	WN	2181	1.78985436419	PDX	SJC	569.0	3.0	0.0	1.0
1997	10	31	5	901.0	900	DL	961	1.78985436419	BWI	ATL	576.0	7.0	1.0	0.0
1995	10	2	1	2152.0	2052	DL	1678	1.78985436419	DFW	BNA	631.0	6.0	1.0	0.0
1995	12	16	6	1122.0	1115	UA	844	1.78985436419	SFO	IAD	2419.0	3.0	0.0	1.0
2007	10	20	6	901.0	905	WN	514	1.78985436419	PHX	TUL	935.0	3.0	0.0	1.0
1998	3	22	7	940.0	940	HP	2435	1.78985436419	ABQ	PHX	328.0	9.0	0.0	1.0
2007	12	18	2	1815.0	1710	XE	2996	1.78985436419	ORF	EWR	284.0	15.0	1.0	0.0
2008	6	22	7	747.0	800	AS	517	1.78985436419	SNA	SEA	978.0	7.0	0.0	1.0
2001	3	19	1	855.0	900	CO	1928	1.78985436419	PHX	EWR	2133.0	6.0	1.0	0.0
2004	4	10	6	854.0	905	XE	2809	1.78985436419	TYS	EWR	631.0	8.0	0.0	1.0
1993	8	30	1	1749.0	1750	UA	580	1.78985436419	DEN	ICT	419.0	6.53945398261	0.0	1.0
1998	4	28	2	2019.0	2020	DL	1607	1.78985436419	DCA	ATL	547.0	9.0	1.0	0.0
1992	8	9	7	1616.0	1614	TW	395	1.78985436419	DCA	STL	719.0	6.53945398261	0.0	1.0
1993	4	8	4	1551.0	1545	DL	1690	1.78985436419	MSY	ATL	425.0	6.53945398261	1.0	0.0
2001	2	23	5	2158.0	2205	US	1182	1.78985436419	SEA	PHL	2378.0	3.0	0.0	1.0
1990	11	2	5	1730.0	1730	AS	418	1.78985436419	SFO	LGB	354.0	6.53945398261	0.0	1.0
1996	4	23	2	1933.0	1725	DL	869	1.78985436419	ATL	MCO	403.0	3.0	1.0	0.0
2001	10	31	3	940.0	945	MQ	4810	1.78985436419	JFK	BOS	187.0	4.0	0.0	1.0
1993	5	23	7	1909.0	1910	UA	155	1.78985436419	SEA	ANC	1449.0	6.53945398261	0.0	1.0
2008	10	15	3	1422.0	1425	WN	2918	1.78985436419	SAN	SMF	480.0	3.0	0.0	1.0
2006	11	10	5	2057.0	1950	US	707	1.78985436419	CLT	LAS	1916.0	12.0	1.0	0.0
1997	11	10	1	1336.0	1310	NW	612	1.78985436419	MSP	MSN	228.0	5.0	1.0	0.0
2003	3	10	1	1600.0	1605	US	778	1.78985436419	PIT	BWI	210.0	5.0	0.0	1.0
1997	7	28	1	1137.0	1140	US	976	1.78985436419	BOS	PIT	496.0	5.0	1.0	0.0
2001	1	28	7	2201.0	2205	UA	4	1.78985436419	SFO	JFK	2586.0	9.0	0.0	1.0
1990	1	21	7	1348.4081278	1055	EA	557	1.78985436419	ATL	BHM	134.0	6.53945398261	1.0	0.0
2001	5	19	6	1745.0	1745	WN	582	1.78985436419	SJC	LAX	308.0	6.0	0.0	1.0
1993	3	21	7	1228.0	1230	NW	988	1.78985436419	SEA	MEM	1870.0	6.53945398261	0.0	1.0
2007	1	3	3	736.0	730	MQ	3411	1.78985436419	DFW	CAE	922.0	3.0	0.0	1.0
2000	2	15	2	1348.4081278	1825	DL	578	1.78985436419	ATL	DCA	547.0	0.0	1.0	0.0
1998	8	27	4	1215.0	1210	WN	746	1.78985436419	LAS	SMF	397.0	5.0	1.0	0.0
2004	10	24	7	1520.0	1515	WN	166	1.78985436419	BDL	BWI	283.0	5.0	1.0	0.0
2005	1	3	1	1909.0	1745	UA	521	1.78985436419	IAD	DFW	1172.0	6.0	1.0	0.0
2008	11	30	7	1527.0	1440	WN	725	1.78985436419	MDW	IND	162.0	5.0	1.0	0.0
1988	2	24	3	1030.0	1030	PI	318	1.78985436419	RIC	LGA	292.0	6.53945398261	0.0	1.0
2007	4	12	4	1245.0	1140	MQ	4403	1.78985436419	MIA	IAD	921.0	7.0	1.0	0.0
2003	5	6	2	1544.0	1555	NW	1534	1.78985436419	MCI	MSP	393.0	15.0	0.0	1.0
1990	12	4	2	1709.0	1705	UA	808	1.78985436419	ORD	PHL	678.0	6.53945398261	1.0	0.0
2001	3	27	2	1223.0	1220	AQ	111	1.78985436419	OGG	HNL	100.0	3.0	1.0	0.0
1988	10	26	3	649.0	650	PI	1019	1.78985436419	AVL	CLT	92.0	6.53945398261	0.0	1.0
2006	11	27	1	757.0	735	UA	490	1.78985436419	SEA	DEN	1024.0	6.0	1.0	0.0
1990	12	19	3	1857.0	1755	AS	164	1.78985436419	PDX	OAK	543.0	6.53945398261	1.0	0.0
2000	5	12	5	1538.0	1518	US	466	1.78985436419	CLE	PHL	363.0	4.0	1.0	0.0
1992	1	13	1	719.0	720	US	873	1.78985436419	TRI	CLT	120.0	6.53945398261	1.0	0.0
1998	8	20	4	1944.0	1940	US	332	1.78985436419	BOS	BUF	396.0	3.0	1.0	0.0
1990	11	24	6	1855.0	1855	DL	559	1.78985436419	CMH	CVG	116.0	6.53945398261	1.0	0.0
1997	6	4	3	725.0	730	AA	1474	1.78985436419	ORD	BOS	867.0	5.0	1.0	0.0
1994	12	28	3	1006.0	1005	US	1480	1.78985436419	TPA	CLT	508.0	6.53945398261	0.0	1.0
1990	10	16	2	2036.0	2036	UA	435	1.78985436419	DEN	SMF	910.0	6.53945398261	1.0	0.0
2003	2	19	3	920.0	920	EV	4244	1.78985436419	ATL	ILM	377.0	5.0	0.0	1.0
2007	3	6	2	551.0	600	XE	2020	1.78985436419	PIT	IAH	1117.0	3.0	0.0	1.0
2006	12	6	3	1102.0	1100	WN	2173	1.78985436419	PHX	LAS	256.0	4.0	0.0	1.0
1995	3	3	5	1449.0	1450	CO	1818	1.78985436419	ATL	CLE	554.0	3.0	0.0	1.0
2008	7	7	1	801.0	800	F9	447	1.78985436419	PHL	DEN	1557.0	7.0	1.0	0.0
2003	1	30	4	1632.0	1630	XE	2571	1.78985436419	ABQ	IAH	744.0	6.0	1.0	0.0
1992	10	8	4	1348.4081278	2015	US	1144	1.78985436419	CLT	CVG	335.0	6.53945398261	1.0	0.0
1993	11	23	2	1122.0	1124	AA	1282	1.78985436419	IAH	BNA	657.0	6.53945398261	1.0	0.0
2006	10	8	7	949.0	955	OO	5849	1.78985436419	ORD	BZN	1186.0	3.0	1.0	0.0
1994	4	4	1	1438.0	1440	UA	887	1.78985436419	LGA	MIA	1097.0	6.53945398261	0.0	1.0
2005	2	1	2	1235.0	1235	WN	1172	1.78985436419	HOU	MCO	848.0	4.0	0.0	1.0
1997	3	19	3	1050.0	1050	WN	159	1.78985436419	DAL	SAT	248.0	2.0	1.0	0.0
2001	7	1	7	1303.0	1252	MQ	3717	1.78985436419	DFW	HRL	461.0	2.0	0.0	1.0
1994	5	6	5	1450.0	1445	DL	672	1.78985436419	SEA	ATL	2182.0	6.53945398261	1.0	0.0
2005	12	9	5	1348.4081278	1845	UA	438	0.0	ORD	ROC	528.0	0.0	1.0	0.0
1996	7	11	4	1213.0	1214	UA	1114	1.78985436419	ORD	PHL	678.0	5.0	0.0	1.0
1996	12	2	1	1050.0	0	AA	560	1.78985436419	DFW	BNA	631.0	4.0	0.0	1.0
1992	7	19	7	1139.0	1140	NW	777	1.78985436419	MSP	LAS	1300.0	6.53945398261	0.0	1.0
1989	6	2	5	1111.0	1110	AA	310	1.78985436419	ABQ	DFW	569.0	6.53945398261	1.0	0.0
1990	8	17	5	933.0	930	CO	1281	1.78985436419	CLE	SFO	2161.0	6.53945398261	1.0	0.0
2007	7	14	6	1020.0	1025	9E	2979	1.78985436419	FWA	DTW	128.0	7.0	0.0	1.0
2006	8	31	4	859.0	905	WN	1703	1.78985436419	PHX	SLC	507.0	4.0	1.0	0.0
1992	4	14	2	1804.0	1801	AA	364	1.78985436419	SAT	DFW	247.0	6.53945398261	0.0	1.0
2003	3	5	3	1801.0	1805	XE	2153	1.78985436419	MDT	CLE	280.0	5.0	0.0	1.0
2001	4	17	2	2052.0	2050	DL	485	1.78985436419	ATL	GSP	153.0	6.0	1.0	0.0
1990	9	11	2	1548.0	1545	UA	1446	1.78985436419	IAD	PWM	494.0	6.53945398261	1.0	0.0
2005	9	21	3	1538.0	1548	AS	173	1.78985436419	SEA	ANC	1449.0	6.0	0.0	1.0
1997	1	26	7	2241.0	2050	UA	1540	1.78985436419	ORD	CVG	264.0	5.0	1.0	0.0
2005	11	2	3	759.0	800	AA	390	1.78985436419	ORD	LGA	733.0	10.0	1.0	0.0
2005	10	27	4	1240.0	1240	WN	1798	1.78985436419	ABQ	HOU	759.0	2.0	0.0	1.0
1993	8	29	7	2000.0	2000	WN	58	1.78985436419	HOU	DAL	239.0	6.53945398261	1.0	0.0
1993	3	9	2	639.0	640	AA	512	1.78985436419	ORD	CMH	296.0	6.53945398261	0.0	1.0
2005	11	15	2	725.0	725	AA	1872	1.78985436419	SAN	DFW	1171.0	22.0	0.0	1.0
2000	3	28	2	2028.0	1905	US	797	1.78985436419	CLT	BOS	728.0	3.0	1.0	0.0
2007	10	18	4	1028.0	1025	US	654	1.78985436419	PHX	SNA	338.0	11.0	1.0	0.0
2000	8	28	1	659.0	655	US	530	1.78985436419	JAX	PHL	742.0	14.0	1.0	0.0
2003	8	9	6	1244.0	1250	DL	649	1.78985436419	CVG	MSY	700.0	5.0	0.0	1.0
1998	11	11	3	1523.0	1525	NW	429	1.78985436419	MCO	DTW	957.0	21.0	1.0	0.0
2008	2	10	7	1639.0	1632	UA	127	1.78985436419	BUF	ORD	473.0	16.0	1.0	0.0
2004	11	9	2	559.0	600	UA	668	1.78985436419	ORD	LGA	733.0	4.0	0.0	1.0
1990	9	29	6	1320.0	1321	DL	1194	1.78985436419	DFW	TUL	237.0	6.53945398261	0.0	1.0
1990	8	3	5	1146.0	1148	AA	320	1.78985436419	DAB	RDU	480.0	6.53945398261	0.0	1.0
1994	11	2	3	1818.0	1820	NW	1608	1.78985436419	MSP	MKE	297.0	6.53945398261	0.0	1.0
2004	4	2	5	1940.0	1940	EV	4851	1.78985436419	DFW	AUS	190.0	6.0	0.0	1.0
2003	9	4	4	844.0	845	DH	6202	1.78985436419	CVG	TOL	181.0	1.0	0.0	1.0
2003	5	12	1	1732.0	1700	DH	7830	1.78985436419	IAD	BUF	284.0	2.0	1.0	0.0
2006	4	2	7	1514.0	1400	WN	1134	1.78985436419	STL	OMA	342.0	3.0	1.0	0.0
1995	6	13	2	2140.0	2140	AA	293	1.78985436419	ORD	SEA	1721.0	16.0	1.0	0.0
1995	12	7	4	1139.0	0	AA	529	1.78985436419	MCO	DFW	984.0	11.0	0.0	1.0
2001	3	26	1	1700.0	1700	WN	1591	1.78985436419	CMH	LAS	1772.0	3.0	0.0	1.0
1994	3	19	6	1251.0	1251	AA	1172	1.78985436419	DFW	BNA	631.0	6.53945398261	1.0	0.0
1996	2	29	4	1507.0	1500	UA	116	1.78985436419	LAX	ORD	1745.0	6.0	0.0	1.0
2006	4	24	1	1552.0	1535	WN	421	1.78985436419	OAK	RNO	180.0	3.0	1.0	0.0
1995	8	30	3	1549.0	1550	CO	638	1.78985436419	IAH	CLE	1091.0	4.0	1.0	0.0
2000	12	1	5	1645.0	1645	CO	20	1.78985436419	BOS	EWR	200.0	7.0	1.0	0.0
1998	12	18	5	1738.0	1740	NW	1416	1.78985436419	MDW	DTW	229.0	10.0	1.0	0.0
2002	9	5	4	1825.0	1835	UA	1473	1.78985436419	SMF	LAX	373.0	13.0	0.0	1.0
2003	6	5	4	1521.0	1521	AA	1647	1.78985436419	BOS	ORD	867.0	5.0	0.0	1.0
1997	2	23	7	840.0	840	WN	397	1.78985436419	SAT	LAS	1069.0	4.0	1.0	0.0
1998	5	18	1	905.0	905	TW	355	1.78985436419	SRQ	STL	903.0	4.0	0.0	1.0
2001	4	7	6	1855.0	1853	NW	1090	1.78985436419	IAH	MEM	469.0	4.0	0.0	1.0
2002	1	12	6	1733.0	1735	AA	1754	1.78985436419	TUL	ORD	585.0	9.0	0.0	1.0
2008	5	22	4	557.0	600	UA	1154	1.78985436419	PIT	ORD	412.0	5.0	0.0	1.0
2004	12	20	1	1458.0	1500	US	360	1.78985436419	BNA	CLT	329.0	7.0	0.0	1.0
1998	7	28	2	1819.0	1820	DL	625	1.78985436419	ATL	RSW	515.0	3.0	1.0	0.0
2006	10	1	7	1050.0	1050	OH	5665	1.78985436419	CVG	MEM	403.0	4.0	0.0	1.0
1998	12	9	3	640.0	640	WN	1525	1.78985436419	SLC	LAS	368.0	3.0	0.0	1.0
1990	2	8	4	1856.0	1855	DL	1895	1.78985436419	LAS	LAX	236.0	6.53945398261	0.0	1.0
2003	6	26	4	1919.0	1901	MQ	4063	1.78985436419	ORD	BNA	409.0	7.0	1.0	0.0
2003	9	23	2	2052.0	2100	FL	146	1.78985436419	ATL	BMI	533.0	6.0	0.0	1.0
1988	11	10	4	757.0	800	CO	545	1.78985436419	IAH	MFE	316.0	6.53945398261	0.0	1.0
2002	7	17	3	602.0	610	HP	359	1.78985436419	OAK	PHX	646.0	9.0	0.0	1.0
2001	9	26	3	1627.0	1614	HP	663	1.78985436419	ORD	PHX	1440.0	9.0	0.0	1.0
1995	2	27	1	1703.0	1625	UA	453	1.78985436419	BNA	ORD	409.0	10.0	1.0	0.0
1992	9	7	1	656.0	655	NW	986	1.78985436419	SEA	MEM	1870.0	6.53945398261	0.0	1.0
2003	4	30	3	1348.4081278	1646	MQ	4225	1.78985436419	IAD	ORD	589.0	0.0	1.0	0.0
1990	9	14	5	1905.0	1800	US	1201	1.78985436419	EWR	BWI	169.0	6.53945398261	1.0	0.0
1996	10	17	4	936.0	931	AA	1175	1.78985436419	DFW	MFE	468.0	4.0	0.0	1.0
1992	9	15	2	1840.0	1810	US	1047	1.78985436419	CLT	DTW	500.0	6.53945398261	1.0	0.0
1990	4	25	3	755.0	755	PA (1)	721	1.78985436419	MIA	MSY	674.0	6.53945398261	1.0	0.0
1989	4	28	5	831.0	830	PI	1503	1.78985436419	DCA	SDF	474.0	6.53945398261	0.0	1.0
2001	5	6	7	840.0	840	WN	1900	1.78985436419	SJC	ONT	333.0	3.0	0.0	1.0
1997	4	11	5	1451.0	1424	AA	2059	1.78985436419	DFW	IAH	224.0	9.0	1.0	0.0
2002	9	11	3	530.0	530	WN	664	1.78985436419	PHX	ABQ	328.0	4.0	0.0	1.0
1998	6	15	1	1749.0	1745	DL	411	1.78985436419	PHX	TUS	110.0	3.0	1.0	0.0
2007	5	17	4	1412.0	1405	WN	2074	1.78985436419	SMF	LAS	397.0	4.0	1.0	0.0
1992	2	6	4	745.0	748	CO	796	1.78985436419	IAH	SAT	191.0	6.53945398261	0.0	1.0
1997	11	24	1	1855.0	1855	WN	674	1.78985436419	PHX	ELP	347.0	3.0	0.0	1.0
2000	7	24	1	1055.0	1000	DL	1209	1.78985436419	PHL	CVG	507.0	5.0	1.0	0.0
2001	4	25	3	1404.0	1405	DL	623	1.78985436419	DCA	ATL	547.0	8.0	1.0	0.0
1994	8	23	2	1503.0	1501	DL	1082	1.78985436419	SLC	LAS	700.470041334	6.53945398261	1.0	0.0
1993	4	24	6	818.0	815	CO	526	1.78985436419	CLE	EWR	404.0	6.53945398261	0.0	1.0
2002	1	8	2	1831.0	1830	DL	825	1.78985436419	BDL	ATL	859.0	10.0	0.0	1.0
1996	9	1	7	1340.0	0	AA	914	1.78985436419	MIA	ATL	595.0	8.0	0.0	1.0
1998	11	22	7	1325.0	1205	TW	280	1.78985436419	SMF	STL	1679.0	13.0	1.0	0.0
1990	4	15	7	1245.0	1245	DL	631	1.78985436419	PIT	ATL	526.0	6.53945398261	0.0	1.0
1998	1	4	7	1802.0	1805	DL	1486	1.78985436419	SFO	SLC	599.0	5.0	0.0	1.0
1998	2	23	1	1236.0	1238	US	123	1.78985436419	CLT	DEN	1337.0	5.0	0.0	1.0
1989	1	23	1	930.0	915	CO	732	1.78985436419	EWR	MLB	943.0	6.53945398261	0.0	1.0
1989	10	19	4	1156.0	1200	US	1473	1.78985436419	ORD	CLT	599.0	6.53945398261	1.0	0.0
2004	8	21	6	1349.0	1350	OH	5161	1.78985436419	CVG	CMH	116.0	4.0	0.0	1.0
2000	4	12	3	1214.0	1145	DL	2416	1.78985436419	FLL	JFK	1069.0	7.0	1.0	0.0
1995	12	11	1	1845.0	1845	TW	566	1.78985436419	DEN	STL	770.0	12.0	1.0	0.0
2005	9	13	2	2054.0	2100	B6	321	1.78985436419	IAD	OAK	2408.0	4.0	0.0	1.0
1990	10	8	1	1035.0	1035	WN	11	1.78985436419	HOU	HRL	276.0	6.53945398261	0.0	1.0
2004	10	12	2	1018.0	1023	EV	4743	1.78985436419	ATL	CSG	83.0	4.0	1.0	0.0
1995	2	25	6	1253.0	1248	AA	1674	1.78985436419	DFW	HSV	603.0	5.0	1.0	0.0
2003	9	30	2	1942.0	1850	XE	2244	1.78985436419	CLE	IAD	288.0	6.0	1.0	0.0
1996	11	17	7	848.0	850	AA	1102	1.78985436419	ORD	BOS	867.0	3.0	0.0	1.0
1998	1	8	4	2030.0	2030	US	1087	1.78985436419	CLT	CAE	88.0	4.0	1.0	0.0
2002	3	18	1	740.0	740	WN	177	1.78985436419	SDF	MDW	271.0	4.0	0.0	1.0
2007	12	20	4	1148.0	1155	AA	327	1.78985436419	IAH	DFW	224.0	13.0	1.0	0.0
2003	2	16	7	1538.0	1310	DL	1418	1.78985436419	BTR	ATL	449.0	11.0	1.0	0.0
2007	10	22	1	644.0	645	XE	2342	1.78985436419	EWR	GSP	594.0	5.0	1.0	0.0
2002	9	10	2	2020.0	2020	WN	1793	1.78985436419	PHX	SJC	621.0	2.0	1.0	0.0
2003	11	8	6	714.0	720	DL	992	1.78985436419	JAX	ATL	270.0	9.0	0.0	1.0
2002	8	31	6	2054.0	2058	AA	1801	1.78985436419	DFW	DEN	641.0	6.0	0.0	1.0
2004	1	6	2	1138.0	1140	EV	4245	1.78985436419	ATL	AEX	500.0	7.0	0.0	1.0
2007	3	19	1	1615.0	1618	YV	2771	1.78985436419	PHX	MRY	598.0	5.0	0.0	1.0
2002	10	20	7	1102.0	1110	UA	358	1.78985436419	ORD	ROC	528.0	6.0	0.0	1.0
1992	1	5	7	1251.0	1255	NW	136	1.78985436419	FAR	MSP	223.0	6.53945398261	1.0	0.0
2004	6	28	1	1256.0	1305	FL	448	1.78985436419	BWI	BOS	370.0	7.0	0.0	1.0
1988	5	13	5	2315.0	2315	DL	1930	1.78985436419	LAX	LAS	236.0	6.53945398261	0.0	1.0
2000	5	25	4	1754.0	1715	US	535	1.78985436419	LGA	BUF	292.0	4.0	1.0	0.0
1988	5	18	3	1250.0	1250	AS	749	1.78985436419	BUR	SFO	326.0	6.53945398261	0.0	1.0
1990	10	7	7	1945.0	1945	DL	371	1.78985436419	LIT	MEM	129.0	6.53945398261	1.0	0.0
1988	9	7	3	1949.0	1950	PI	719	1.78985436419	DTW	BWI	408.0	6.53945398261	1.0	0.0
2001	8	10	5	1504.0	1455	NW	329	1.78985436419	DTW	MEM	610.0	6.0	0.0	1.0
1997	1	6	1	1703.0	1645	NW	449	1.78985436419	MSP	MEM	700.0	4.0	1.0	0.0
2003	7	2	3	1641.0	1640	DL	2453	1.78985436419	JFK	PBI	1028.0	7.0	1.0	0.0
1990	12	10	1	1203.0	1203	DL	1094	1.78985436419	DFW	JAN	408.0	6.53945398261	0.0	1.0
1992	6	21	7	2024.0	2009	AA	1172	1.78985436419	DFW	AUS	190.0	6.53945398261	1.0	0.0
1998	7	25	6	1613.0	1614	AA	468	1.78985436419	ORD	MIA	1197.0	5.0	0.0	1.0
2006	1	18	3	623.0	625	WN	2073	1.78985436419	RDU	BNA	443.0	4.0	0.0	1.0
1989	7	23	7	959.0	1000	UA	709	1.78985436419	ORD	ONT	1700.0	6.53945398261	1.0	0.0
2000	6	9	5	2156.0	2024	AA	2004	1.78985436419	DFW	TPA	929.0	5.0	1.0	0.0
1998	5	26	2	1720.0	1715	WN	73	1.78985436419	DAL	HOU	239.0	5.0	1.0	0.0
2002	6	20	4	1240.0	1240	WN	609	1.78985436419	BHM	SDF	323.0	4.0	0.0	1.0
1992	5	10	7	1245.0	1245	HP	547	1.78985436419	LAX	PHX	370.0	6.53945398261	1.0	0.0
2005	9	30	5	1031.0	1035	XE	2983	1.78985436419	HPN	CLE	425.0	4.0	0.0	1.0
2006	11	20	1	1323.0	1320	CO	1088	1.78985436419	IAH	DTW	1076.0	9.0	1.0	0.0
2005	7	19	2	740.0	740	WN	1496	1.78985436419	MCO	MCI	1072.0	5.0	0.0	1.0
1996	1	11	4	2027.0	0	AA	2073	1.78985436419	DFW	IAH	224.0	6.0	1.0	0.0
1994	2	3	4	1012.0	1014	CO	472	1.78985436419	DEN	STL	770.0	6.53945398261	0.0	1.0
2008	3	18	2	1012.0	1015	OO	6015	1.78985436419	ORD	FAR	557.0	6.0	0.0	1.0
1992	2	1	6	1310.0	1310	US	22	1.78985436419	ORF	PIT	330.0	6.53945398261	0.0	1.0
